"seller_id","product_category_name","rb"
cf1313c6e2c01c2f4b014f97db4bcd2b,brinquedos,195.70
"8476243f92442881ddd5b578975cf115",telefonia,3336.00
"9ac4f14370b1e24ddc58be041b7f99df",malas_acessorios,86.25
dfa0c4c6229ab200a4a1336b4d7128ff,beleza_saude,616.90
"8b321bb669392f5163d04c59e235e066",telefonia,79.50
"1b1ae47a313a825a7ccceb8e2e30fa9d",brinquedos,804.60
cf6f6bc4df3999b9c6440f124fb2f687,artes,3.50
c8e135e7b21ecbc36c1153a29d2f5a06,beleza_saude,1165.50
bf3c6d2a28b2b5501e6c15448982dcc9,bebes,3902.80
"7b8e8ec35bad4b0ef7e3963650b0a87b",automotivo,1979.40
"59b22a78efb79a4797979612b885db36",brinquedos,26.90
e88165a185134e13fdfc85d4fa654db8,esporte_lazer,108.00
"5d0363b33554b373851fc1622e4d5f3c",eletronicos,260.99
c3251e13f1bbda6c74e37c160f991e19,moveis_decoracao,147.90
"42d4b7e70819438f5ada61c965e92d7e",automotivo,30.60
"2cb4700db635baa1c0d4f90ed27b6669",bebes,199.80
a7f13822ceb966b076af67121f87b063,moveis_escritorio,11492.85
"76d5af76d0271110f9af36c92573f765",construcao_ferramentas_iluminacao,352.00
"4d600e08ecbe08258c79e536c5a42fee",relogios_presentes,4241.18
ff1e15b778c700abdd4d239b81ac466d,esporte_lazer,354.40
"062c325cd6a2b87845fab56b4ec2eeae",bebes,37.88
"7f2617c58d5d06806987308b45654351",esporte_lazer,3656.80
"9674754b5a0cb32b638cec001178f799",telefonia,183.78
"1f7fd2a6fcd5a6fa5d8a4dabc72aaae0",utilidades_domesticas,531.80
"1c40343cc5d18c2d8248ac2f3366de34",pcs,34.50
"19d62d484cba71963c93f0f00ab42013",moveis_decoracao,139.90
"1a3df491d1c4f1589fc2b934ada68bf2",cama_mesa_banho,23302.70
ff1fb4c404b2efe68b03350a8dc24122,bebes,460.00
b2a6d334e2833acea353624840e25a0e,telefonia,49.80
"5f1dc28029d2c244352a68107ec2b542",perfumaria,328.50
ede0c03645598cdfc63ca8237acbe73d,audio,22.90
"09883d9ab71c8fe8a9bfc7fc3075b07e",beleza_saude,269.60
f262cbc1c910c83959f849465454ddd3,consoles_games,180.96
"3c4e0452bff7a2a788179488d3d77032",brinquedos,3619.60
ab9db4cf53b08b828b64dccaafc2d9f0,climatizacao,51.98
"59fb871bf6f4522a87ba567b42dafecf",papelaria,949.95
"1336efc61c316ddf92c899eb817f7cae",utilidades_domesticas,79.00
"6d988d6174a2c27441597174f8905515",beleza_saude,68.53
"827f8f69dfa529c561901c4f2e0f332f",brinquedos,59.80
"955fee9216a65b617aa5c0531780ce60",informatica_acessorios,1939.87
"164a5a8794e6d42e14f55e447b12a3bc",bebes,73.99
f783a638e9c6af4a7d0dbfde811e7a81,bebes,104.00
"6a51fc556dab5f766ced6fbc860bc613",construcao_ferramentas_jardim,389.80
b335c59ab742f751a85db9c411a86739,moveis_decoracao,920.39
"013900e863eace745d3ec7614cab5b1a",fashion_calcados,993.00
fadb07c842a2aef5d5a676b85f220e71,utilidades_domesticas,169.89
"85044848b1b767db2a4a58526adef4b4",eletroportateis,104.90
"23d7c96d4a1160db1c726b248601b25a",utilidades_domesticas,89.90
cb41bfbcbda0aea354a834ab222f9a59,casa_construcao,4002.00
"45d33f715e24d15a6ccf5c17b3a23e3c",esporte_lazer,530.22
"9bc484c87d79cd4874e05ca182658045",beleza_saude,74.50
"2ff6b7bff164ef05590a52734e1296da",industria_comercio_e_negocios,270.00
"92992bec39dde5766f590d3b1f46d465",esporte_lazer,109.00
"7994b065a7ffb14e71c6312cf87b9de2",,85.80
a7f13822ceb966b076af67121f87b063,esporte_lazer,229.96
"53336f97ddbe53e2a617d07b17447b95",eletrodomesticos_2,599.50
b586cd24c010a13916af621b0325fbba,ferramentas_jardim,159.00
"3338e7a0710a195872be80e0d2423867",moveis_decoracao,45.00
"750303a20e9c56b2a6bc45cdce0b897d",esporte_lazer,6410.70
"9d4db00d65d7760644ac0c14edb5fd86",brinquedos,6441.35
"9b00ed88b7fdb95d6ff76e27c1b52d16",esporte_lazer,1567.88
e59e575a175fadcadf8479e191770425,climatizacao,199.90
ce7d1888639e6fb06b2749cbfdac1ff7,bebes,69.99
"404e1ba01358af4cd63f679b2c4d1fa1",sinalizacao_e_seguranca,29.90
"73a63f72308aa20a46f4b1632018f196",eletronicos,1795.00
afa6714acee029b2dfdf357e5579cc03,bebes,249.99
d71d863e5ef30d94e440c11be17dcd8f,climatizacao,947.90
dd55f1bb788714a40e7954c3be6df745,construcao_ferramentas_iluminacao,100.00
cb6c9f5888a7a090c75beaf615925792,construcao_ferramentas_ferramentas,129.49
c87abc38c8ed3240861729e1aeadf221,fashion_bolsas_e_acessorios,133.00
d52cbce9845184537284a23c3bc3da0e,papelaria,75.00
c54679b132454625907c773d273d4126,perfumaria,1032.00
"30c7f28fd3a5897b2c82d152bb760c17",brinquedos,1708.69
ffad1e7127fb622cb64a900751590acd,bebes,106.80
f5b44895715ddfe3087dc414f30268f3,automotivo,378.80
"95cca791657aabeff15a07eb152d7841",esporte_lazer,9.99
"5721089ba9214e80074f27d5a03fc0eb",cool_stuff,115.95
f8db351d8c4c4c22c6835c19a46f01b0,brinquedos,4105.80
"08633c14ef2db992c11f840f04fad4cd",alimentos_bebidas,317.20
"02b72cdeb9cfcc429f1af6f4e3f3b737",bebes,522.65
"638cba8be1fb599bbb76fd6948351eb3",esporte_lazer,445.90
db1f0f7c7e5e87f40b62226f020bb297,sinalizacao_e_seguranca,59.01
e882b2a25a10b9c057cc49695f222c19,esporte_lazer,167.50
d36b07fd3c5088e477a72d1fccfe29d4,ferramentas_jardim,328.90
"244c2f1bff6afe1f2eaf9bfe9b2aed38",moveis_decoracao,2580.00
"955fee9216a65b617aa5c0531780ce60",construcao_ferramentas_ferramentas,1890.00
"95f83f51203c626648c875dd41874c7f",moveis_decoracao,2947.55
"5b8154610ebb21fb90eb587365e673df",construcao_ferramentas_construcao,356.45
"863d2ebcd347ce4922de7a0f9a5581d6",automotivo,1382.36
"16090f2ca825584b5a147ab24aa30c86",automotivo,13174.15
"14ee35374a7876217954b5fa08e50463",,690.00
c6bda72e4dbf5c5866b13cb1810c6d03,cool_stuff,3059.00
"4a3ccda38b2129705f3fb522db62ca31",eletronicos,70.60
"8444e55c1f13cd5c179851e5ca5ebd00",beleza_saude,924.53
"85d9eb9ddc5d00ca9336a2219c97bb13",market_place,29.90
"7040e82f899a04d1b434b795a43b4617",construcao_ferramentas_jardim,187.50
"821fb029fc6e495ca4f08a35d51e53a5",eletrodomesticos_2,1595.00
"440dd6ab244315c632130ecfb63827b1",esporte_lazer,13648.60
"640e21a7d01df7614a3b4923e990d40c",cama_mesa_banho,7598.88
d79e8478eed9999493990b44955fb22e,telefonia,14.99
"8603f0038fe0e52fedd3382d266723de",eletrodomesticos_2,1047.00
"14a08204d03bb6b6bde8029f801ae0eb",instrumentos_musicais,17.00
e9779976487b77c6d4ac45f75ec7afe9,utilidades_domesticas,90.68
fdb9095204a334cd8872252ffec6f2db,cama_mesa_banho,8156.00
"5abb8ea023c77787f2c15da891c8d384",moveis_sala,212.00
e2aee0892199b1d92530e371abd825bf,esporte_lazer,3657.38
"41da412d33e8da4f22baf55cb1bde82c",esporte_lazer,862.90
f84a00e60c73a49e7e851c9bdca3a5bb,beleza_saude,5118.74
"620c87c171fb2a6dd6e8bb4dec959fc6",beleza_saude,42024.30
"701938c450705b8ae65fc923b70f35c7",moveis_escritorio,641.82
"5dc203c7b84a0e71e878a179de05fb9a",ferramentas_jardim,132.00
"2f09f7d37a97956d11cc1a7cadd5262b",brinquedos,1020.00
d5ba419e26d246a0719437cf37d9b46d,informatica_acessorios,4061.40
"18a349e75d307f4b4cc646a691ed4216",audio,142.56
"06e5eefc71ec47ae763c5c6f8db7064f",informatica_acessorios,7510.47
c68fb906c8f4b4b946d8386bfa6e5467,cool_stuff,343.91
c9c7905cffc4ef9ff9f113554423e671,informatica_acessorios,299.99
a425f92c199eb576938df686728acd20,utilidades_domesticas,21.90
ffeee66ac5d5a62fe688b9d26f83f534,eletrodomesticos,1839.86
"92eb0f42c21942b6552362b9b114707d",telefonia,6218.69
cfa5ab0e4d3fc212fd0b3410e7081c62,brinquedos,589.96
"23a0ffca143a15b9b5bbdb7d552f626a",ferramentas_jardim,3668.52
b1fc4f64df5a0e8b6913ab38803c57a9,relogios_presentes,7994.74
d8d9567d0bfb0bc7eb845a205ba42657,livros_interesse_geral,59.70
"70a12e78e608ac31179aea7f8422044b",cool_stuff,455.00
"834f3294fba9f932f56edc879193f925",cool_stuff,39158.50
daf565f087a52def0fd5c5825b3661bc,cama_mesa_banho,813.90
d23019c84ffae2d5ef2270367b8605fc,instrumentos_musicais,29205.10
"7dc8c42cc750eeafea6c85712ffee9bf",beleza_saude,454.00
"582d4f8675b945722eda7c0cb61ba4c7",telefonia,589.00
ae7ab174effdead6c241e547e4ca13f0,moveis_sala,2778.60
"52f0fe436a347ddad7ed5f9aa4e27eaa",automotivo,194.49
f41ce2e25237f9092cd8e6e7516c7a2f,consoles_games,1132.70
"929f342384a6607afe143d789ade1316",utilidades_domesticas,133.00
"2c9e548be18521d1c43cde1c582c6de8",brinquedos,1894.60
"001cca7ae9ae17fb1caed9dfb1094831",construcao_ferramentas_construcao,2925.73
b2ba3715d723d245138f291a6fe42594,eletrodomesticos_2,159.60
"1f50f920176fa81dab994f9023523100",bebes,3533.80
"973f21788dfab357250f69a8dcb7ddee",esporte_lazer,909.00
"35ef5aa32949680f627efec3c23e705c",instrumentos_musicais,361.60
"6edacfd9f9074789dad6d62ba7950b9c",cool_stuff,336.40
"8ae520247981aa06bc94abddf5f46d34",esporte_lazer,3095.00
"7178f9f4dd81dcef02f62acdf8151e01",papelaria,9.90
dfa0c4c6229ab200a4a1336b4d7128ff,bebes,65.00
"82e0a475a88cc9595229d8029273f045",moveis_decoracao,10772.02
"1c40343cc5d18c2d8248ac2f3366de34",perfumaria,1353.37
d20b021d3efdf267a402c402a48ea64b,cama_mesa_banho,460.80
b45d7ebfb7378630f1bcd74b6ff86ff7,,899.70
"0ea22c1cfbdc755f86b9b54b39c16043",market_place,49.80
"49f8d2ea7b718d0ce587d34207caf2b4",pet_shop,149.90
"1b65c144b17e607c0f37f10bb7dfec8d",construcao_ferramentas_construcao,1109.50
bc39d8938f90a3a2b98193723ed59774,eletroportateis,306.80
"6e4a902d1054e4e17aa6eab87fac1c75",eletroportateis,56.10
"99a54764c341d5dc80b4a8fac4eba3fb",moveis_sala,89.00
"59b22a78efb79a4797979612b885db36",utilidades_domesticas,15207.60
fd386aa7bed2af3c7035c65506c9b4a3,automotivo,89.00
"6e4a902d1054e4e17aa6eab87fac1c75",eletrodomesticos,383.80
"9baf5cb77970f539089d09a38bcec5c3",moveis_decoracao,613.96
a425f92c199eb576938df686728acd20,moveis_decoracao,816.90
"010543a62bd80aa422851e79a3bc7540",informatica_acessorios,1416.00
"37be5a7c751166fbc5f8ccba4119e043",perfumaria,797.98
ea846a0e7ad98a741783e886d89dfa44,perfumaria,137.00
fcdd820084f17e9982427971e4e9d47f,papelaria,143.99
"5f2684dab12e59f83bef73ae57724e45",brinquedos,8401.40
"7813ea3ebd9411dc600b4dd01f7a97b9",telefonia,1293.50
"8132b9bd16876e1b0f8808d43825dd48",esporte_lazer,727.90
d25aa0aaacb370e912f8cf6efeba38b3,construcao_ferramentas_construcao,273.16
"2aa3443d7bf9d9bb11133f420d75e083",utilidades_domesticas,199.80
d9442042130b7fe579d1295f9f4a248f,ferramentas_jardim,142.50
"3f995f07c49d0d55a99d5c54957f7d81",informatica_acessorios,158.00
a21c11ec5c3f03e7cc9f9203bff9e1c6,beleza_saude,55.00
"1b4c3a6f53068f0b6944d2d005c9fc89",ferramentas_jardim,674.60
d5b9a084373da994a6e37f732169a853,bebes,1769.00
fe87f472055fbcf1d7e691c00b1560dc,utilidades_domesticas,1085.80
"3a734b715d333a2588a3d54a0c9b8746",,232.00
"674207551483fec113276b67b0d871ff",utilidades_domesticas,119.90
"5b33b527da3c5b969cc99dc435cad09a",eletronicos,1646.90
fa1c13f2614d7b5c4749cbc52fecda94,eletronicos,344.80
"44073f8b7e41514de3b7815dd0237f4f",eletronicos,131.50
c157bdeedcbc9a8e3c8bf0d87ff24428,,409.47
"7586919161935337bf6b6d7ff5779648",esporte_lazer,1589.91
"38102b031c2a15e54623d711bfc753d3",utilidades_domesticas,240.00
"8501d82f68d23148b6d78bb7c4a42037",automotivo,19.70
f266295f49a28eee21f413e0cbb0521d,ferramentas_jardim,59.90
"2e1a7d075abe038c1b2743005fe42ff1",perfumaria,199.50
"3a4127e1ba7208ea37044c5092aae170",telefonia,1842.70
d2572f31e9023e9850ef986a636ff9bf,automotivo,279.00
b499c00f28f4b7069ff6550af8c1348a,instrumentos_musicais,509.86
"1d1bbb8ac1581824986f582583fff01d",beleza_saude,115.48
"72c73be2b085b9d57650dd53eb2004c9",automotivo,29.40
"955fee9216a65b617aa5c0531780ce60",instrumentos_musicais,2220.00
e9779976487b77c6d4ac45f75ec7afe9,alimentos_bebidas,884.47
"94b9108d4b637ba65bb4f1e53cfcf8d8",eletronicos,223.72
"788f22bafdd7ab0e1e79f19db72f16a4",automotivo,69.90
c72de06d72748d1a0dfb2125be43ba63,telefonia,2670.00
"06579cb253ecd5a3a12a9e6eb6bf8f47",agro_industria_e_comercio,186.80
b6d44737c043328708f6749c2dbe50bd,utilidades_domesticas,5369.60
"60562ab00b8054280520d390c8c0045c",automotivo,2943.00
"747c1cdcd1737dcfbd1547f6eb6f2cf3",cama_mesa_banho,193.10
"3be634553519fb6536a03e1358e9fdc7",esporte_lazer,324.51
"87d3c3aeb3ead335511b3ce315eb341e",brinquedos,689.39
dd39ad39b5d3df33037e141c72497ba6,fashion_roupa_feminina,24.90
"478bfe564db21eeb44386606aa30b650",pet_shop,182.70
ea3ebea5317b0efbc663ecc8ce5e9bc2,automotivo,299.70
"440dd6ab244315c632130ecfb63827b1",utilidades_domesticas,48.30
"6bbcb8924baf70b7fe2fe2097e8cd407",papelaria,143.10
"5075aaa8404020ae6aa8bf4792099b41",,167.00
f262cbc1c910c83959f849465454ddd3,informatica_acessorios,6152.35
"87142160b41353c4e5fca2360caf6f92",informatica_acessorios,26864.58
"45c20d94d9171b0bcfab3c955e47d67b",moveis_quarto,79.99
"1dfe5347016252a7884b694d4f10f5c4",,100.60
cd68562d3f44870c08922d380acae552,sinalizacao_e_seguranca,1335.00
"062ce95fa2ad4dfaedfc79260130565f",beleza_saude,319.60
"3903c788ded8dc03b5ebab37a2f3e9a1",utilidades_domesticas,45.98
"33ac3e28642ab8bda860a2f693000e78",automotivo,379.98
"0ed6ce5d87fd9c69eaacaeb778d67235",eletronicos,362.72
"1da3aeb70d7989d1e6d9b0e887f97c23",perfumaria,31.98
"2c3d56f92f360fb89d849b84e8f50eae",consoles_games,87.00
"1354d51653f645349064725ed204e85e",moveis_decoracao,2050.00
ea8482cd71df3c1969d7b9473ff13abc,telefonia,36536.75
"9140ef75cc8211c4035935e80e567204",pet_shop,49.90
"8d92f3ea807b89465643c219455e7369",,57.30
"87d3c3aeb3ead335511b3ce315eb341e",bebes,59.96
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,industria_comercio_e_negocios,207.00
"71039d19d4303bf9054d69e9a9236699",brinquedos,733.50
"2eb70248d66e0e3ef83659f71b244378",telefonia,859.70
efff9341f3f8f5237b44ff67ed36a7bf,sinalizacao_e_seguranca,25.00
"918f6fbcf3ab724d805867303e593a1b",informatica_acessorios,29.90
"014c0679dd340a0e338872e7ec85666a",ferramentas_jardim,589.00
f214d28e8d8e3ef068748498ccc2f813,utilidades_domesticas,129.99
e333046ce6517bd8bb510291d44f0130,utilidades_domesticas,4250.00
"921323538c9f1c4e816f2720eac02bea",relogios_presentes,286.98
d566c37fa119d5e66c4e9052e83ee4ea,beleza_saude,625.90
"9bade61a92bed55a25d2b67b9f4ed739",bebes,117.68
fe26f3ecb51a15e6d8335cd92da42562,,299.99
"15fa791d5e017f66402dc28c44480657",bebes,1802.00
d7ab82074b5f1dfba46db123df101bff,,38.67
cc419e0650a3c5ba77189a1882b7556a,beleza_saude,63920.01
f8db351d8c4c4c22c6835c19a46f01b0,perfumaria,4570.50
"537eb890efff034a88679788b647c564",fashion_bolsas_e_acessorios,585.00
"634964b17796e64304cadf1ad3050fb7",automotivo,1529.40
"7fdb0720c8d7c9075538b365dc8c3a22",moveis_quarto,1435.00
"17306570e772e7718c92a562d33f5f1d",,3434.30
"6a51fc556dab5f766ced6fbc860bc613",ferramentas_jardim,99.90
"939e6227d6964a11a70aa91243e418f2",beleza_saude,425.00
dcb7367a92f5ffb89f1e2152ed260285,sinalizacao_e_seguranca,79.90
c42fd8e4d47dfb18ce5222f2dd7752f9,perfumaria,89.99
f84a00e60c73a49e7e851c9bdca3a5bb,moveis_colchao_e_estofado,831.20
b76a1f8356322f12529c37b67d5c96c2,,59.90
"2199e7fe213c16213bf5d6a7eadc9a5d",moveis_decoracao,677.80
"94d76e96eedd976258cd3278ce56d5f2",esporte_lazer,385.61
"18a349e75d307f4b4cc646a691ed4216",automotivo,1885.65
"71593c7413973a1e160057b80d4958f6",moveis_decoracao,179.70
"36a968b544695394e4e9d7572688598f",tablets_impressao_imagem,44.70
eb9cd5b35d95206585e2185318cb5c61,moveis_decoracao,550.00
"762ed976527cddf02787edba70fffa2a",casa_construcao,79.80
f00e21b1e91a79653163b7fd8f293ff1,papelaria,125.90
"6b9b80d53ba3676eafe60268a810b5a1",esporte_lazer,882.70
"12c2ed9cded6138cf0c75f525f565fc7",alimentos,84.99
"391fc6631aebcf3004804e51b40bcf1e",,118.74
"7722b1df1b0e383e000397b2c11e3e19",,109.80
e76ecc7e9a1a1e3c6df9d2a8261c423d,livros_interesse_geral,20.00
b83cedfb587e7911540e3f576d6917ce,beleza_saude,2214.96
"52a52b9f656520e99716f5bc40f661c8",moveis_decoracao,783.10
"191d55f7edb8524d525ed01b20fe32e8",moveis_colchao_e_estofado,747.00
ecccfa2bb93b34a3bf033cc5d1dcdc69,beleza_saude,1338.64
"0d83f8e03188682112cc0d93523705cc",informatica_acessorios,516.30
"96804ea39d96eb908e7c3afdb671bb9e",telefonia_fixa,149.95
fc906263ca5083d09dce42fe02247800,esporte_lazer,29.90
"71dc18fd8cbf5fd77f45dd8b427abb34",ferramentas_jardim,1080.00
e8f6dc8e6a1dcde89d20e3995c8d90b3,fraldas_higiene,134.90
"7d13fca15225358621be4086e1eb0964",esporte_lazer,1013.00
b2ba3715d723d245138f291a6fe42594,moveis_decoracao,605.40
e62b2d6ac10570a035a30bafcf01d263,artes,45.90
"3ab971ce71839580d2ae5b4e40fe8044",esporte_lazer,924.00
b026643914f651e8371425e5b8a1e780,beleza_saude,27.90
c6381b1321d7d97717a5bb4ed5b77882,perfumaria,10.00
"7ea5bfa6c340f58f8e71fc1f0412b0d6",bebes,10797.97
"910a922b426b7ff95eaee129ad6c0e1f",esporte_lazer,119.80
"8f119a0aee85c0c8fc534629734e94fd",automotivo,199.39
"9e25199f6ef7e7c347120ff175652c3b",utilidades_domesticas,12.50
f615fe7efbef0f4f08fd3086bc7a3e60,cool_stuff,34.90
"7daca0837f033a41a6f3428c18657533",utilidades_domesticas,1228.98
"45d33f715e24d15a6ccf5c17b3a23e3c",eletroportateis,238.97
"850f4f8af5ea87287ac68de36e29107f",instrumentos_musicais,1168.00
"8d956fec2e4337affcb520f56fd8cbfd",casa_construcao,65.98
dc8798cbf453b7e0f98745e396cc5616,fashion_roupa_feminina,618.60
cb162c8eef257253782d245c08d9097c,cool_stuff,34.99
"9d7a1d34a5052409006425275ba1c2b4",perfumaria,25.98
"77530e9772f57a62c906e1c21538ab82",bebes,441.00
a5ff20ff766e7f50bd5066f33da14413,eletrodomesticos,30.00
"8b28d096634035667e8263d57ba3368c",cool_stuff,2109.10
"252e76235acb79183cfca6e34f13337d",automotivo,57.20
