,carat,cut,color,clarity,depth,table,x,y,z,log_carat,std_dim,clarity_num,color_num,max_dim,max_dim_classif,mean_dim,mudim_carat,mudim_carat_classif,price_predicted
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,-0.6733445532637656,0.06830997415441373,1,1,5.13,PEQUENO,4.463333333333333,8.751633986928104,>5,1165.3144137327006
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,-1.1394342831883648,0.07048164977280715,7,3,4.48,PEQUENO,3.880000000000001,12.125000000000002,>5,922.8856637197931
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,-0.06187540371808753,0.07164021922367574,1,1,6.37,PEQUENO,5.516666666666667,5.868794326241135,>5,3874.5807607437982
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,-0.6733445532637656,0.07135072636689165,3,1,5.15,PEQUENO,4.46,8.745098039215685,>5,1687.650740932299
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,0.11332868530700327,0.06956609888217483,1,4,6.69,PEQUENO,5.816666666666667,5.193452380952381,>5,4808.374229346496
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,0.28517894223366247,0.07179881064312321,1,3,7.19,PEQUENO,6.226666666666667,4.681704260651629,PEQUENO,6149.44073088652
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,-1.1394342831883648,0.06898396280100604,3,4,4.4,PEQUENO,3.8166666666666664,11.927083333333332,>5,618.8006327244573
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,-0.35667494393873245,0.06715350137950853,3,1,5.68,PEQUENO,4.949999999999999,7.071428571428571,>5,3033.584131741052
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,0.30010459245033816,0.06856417793034203,6,4,7.09,PEQUENO,6.176666666666666,4.575308641975308,PEQUENO,9787.369574452337
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,-1.4696759700589417,0.0647162642429114,3,2,3.93,PEQUENO,3.4166666666666665,14.855072463768115,>5,365.5168259667793
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,-0.10536051565782628,0.0685538807611731,0,2,6.18,PEQUENO,5.386666666666667,5.985185185185185,>5,2298.8985217465024
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,0.02955880224154443,0.06985255165739734,2,0,6.54,PEQUENO,5.669999999999999,5.504854368932038,>5,6018.926313002807
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,0.01980262729617973,0.06678478458697513,1,1,6.36,PEQUENO,5.553333333333334,5.444444444444445,>5,4337.389990432974
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,-0.5978370007556204,0.06905526734160178,5,4,5.28,PEQUENO,4.596666666666667,8.357575757575757,>5,1735.5276183824324
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,-1.0788096613719298,0.0689011180141758,7,1,4.48,PEQUENO,3.9000000000000004,11.470588235294118,>5,1231.3506717518972
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,-0.342490308946776,0.07248410423128193,5,0,5.92,PEQUENO,5.096666666666667,7.178403755868545,>5,3614.7233801115976
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,-0.5978370007556204,0.06515286536595671,2,3,5.22,PEQUENO,4.56,8.29090909090909,>5,1337.5539705907286
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,-0.616186139423817,0.0694812750210342,3,3,5.27,PEQUENO,4.58,8.481481481481481,>5,1626.106089037239
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,0.20701416938432612,0.06972579737853969,7,4,6.92,PEQUENO,6.006666666666667,4.8834688346883475,PEQUENO,8553.136480156116
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,-1.3093333199837622,0.07123262940303347,6,1,4.2,PEQUENO,3.6399999999999992,13.481481481481477,>5,770.6927726234709
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,-0.6348782724359695,0.06960570044111881,3,0,5.21,PEQUENO,4.526666666666666,8.540880503144653,>5,1810.5904928677685
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,0.22314355131420976,0.07019838555413323,1,3,6.99,PEQUENO,6.066666666666667,4.8533333333333335,PEQUENO,5960.424081985703
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,-1.0788096613719298,0.06770324237563129,5,1,4.48,PEQUENO,3.9000000000000004,11.470588235294118,>5,844.0893832520688
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,-1.0216512475319814,0.06690768331748086,3,5,4.58,PEQUENO,3.9933333333333336,11.092592592592593,>5,642.9628032206058
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,-1.0788096613719298,0.07010270559434655,2,3,4.56,PEQUENO,3.9566666666666666,11.637254901960784,>5,534.8025517610229
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,0.11332868530700327,0.06365270167245529,2,1,6.56,PEQUENO,5.753333333333333,5.136904761904761,>5,5315.25331669906
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,-1.2039728043259361,0.06918440208774763,4,4,4.3,PEQUENO,3.736666666666667,12.455555555555556,>5,657.3481281858571
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,-1.0216512475319814,0.06838412746309548,2,0,4.61,PEQUENO,4.0,11.11111111111111,>5,693.2171781238477
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,-0.342490308946776,0.07024757883847364,6,2,5.84,PEQUENO,5.0566666666666675,7.122065727699532,>5,4838.691494767007
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,-1.1394342831883648,0.06714550807381428,3,3,4.36,PEQUENO,3.803333333333334,11.88541666666667,>5,643.0833895032974
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,-0.6931471805599453,0.06983537367236209,3,1,5.11,PEQUENO,4.433333333333334,8.866666666666667,>5,1685.8350280100874
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,-0.6733445532637656,0.06569022183233098,2,1,5.09,PEQUENO,4.45,8.725490196078432,>5,1347.8976986046698
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,-0.5447271754416722,0.06855949129294074,4,6,5.35,PEQUENO,4.653333333333333,8.022988505747128,>5,1363.5412566944617
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,-1.2039728043259361,0.06734735194011424,7,2,4.33,PEQUENO,3.78,12.6,>5,883.0920646517324
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,-0.941608539858445,0.06775783400223984,6,3,4.7,PEQUENO,4.083333333333333,10.470085470085468,>5,1057.3802835105964
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,-1.171182981502945,0.06871833829178425,3,2,4.37,PEQUENO,3.7966666666666664,12.247311827956988,>5,660.6423673913769
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,-0.10536051565782628,0.07140671885580005,4,4,6.16,PEQUENO,5.336666666666666,5.929629629629629,>5,4284.14355788696
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,-0.21072103131565253,0.06901683040344642,1,3,5.99,PEQUENO,5.203333333333333,6.423868312757201,>5,2540.1279109855204
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,-0.35667494393873245,0.07031324835503223,1,1,5.74,PEQUENO,4.973333333333334,7.104761904761905,>5,2355.0502947276946
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,-0.9675840262617056,0.07146112219952785,3,6,4.68,PEQUENO,4.046666666666667,10.649122807017545,>5,668.2075383715987
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,-0.342490308946776,0.07245953951276761,2,3,5.8,PEQUENO,5.01,7.056338028169014,>5,2327.2964716289575
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,-0.342490308946776,0.0660206156680034,3,0,5.7,PEQUENO,4.986666666666667,7.023474178403757,>5,3057.2792439525456
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,-0.10536051565782628,0.06809060215191658,4,4,6.14,PEQUENO,5.343333333333334,5.937037037037038,>5,4324.349945373716
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,-0.3011050927839216,0.06596800918544196,1,2,5.75,PEQUENO,5.026666666666667,6.792792792792794,>5,2156.2371159187087
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,0.4054651081081644,0.06750460969460825,3,4,7.32,PEQUENO,6.39,4.26,PEQUENO,10616.545151890161
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,0.4054651081081644,0.0664004673127463,2,2,7.31,PEQUENO,6.39,4.26,PEQUENO,10134.432071285039
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,-0.8675005677047231,0.07051266931519944,4,2,4.87,PEQUENO,4.223333333333334,10.055555555555557,>5,1041.8794290204128
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,0.009950330853168092,0.06913690759251578,3,3,6.45,PEQUENO,5.603333333333334,5.547854785478549,>5,5944.563709889661
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,0.9082585601768908,0.066275655071891,1,5,8.62,>8,7.539999999999999,3.040322580645161,PEQUENO,15539.763421829572
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,0.01980262729617973,0.07028669581029166,5,2,6.52,PEQUENO,5.656666666666666,5.545751633986928,>5,9358.083712365195
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,-0.916290731874155,0.0697285166495647,3,0,4.77,PEQUENO,4.1466666666666665,10.366666666666665,>5,993.0286612455322
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,-0.35667494393873245,0.06982506870839945,2,2,5.79,PEQUENO,5.03,7.185714285714287,>5,2587.4973551512003
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,0.009950330853168092,0.06743158621785016,3,1,6.36,PEQUENO,5.546666666666667,5.491749174917492,>5,6350.464859051629
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,0.12221763272424911,0.0710094024431585,3,5,6.75,PEQUENO,5.853333333333333,5.179941002949852,>5,4659.766461027496
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,0.08617769624105241,0.0693102134366311,3,5,6.67,PEQUENO,5.793333333333333,5.314984709480122,>5,5170.793244222761
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,-0.35667494393873245,0.06689287494783289,3,1,5.67,PEQUENO,4.956666666666667,7.0809523809523816,>5,2696.087743851003
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,0.0,0.07078222872550562,2,2,6.44,PEQUENO,5.573333333333333,5.573333333333333,>5,4961.523110261207
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,0.41871033485818504,0.0687468133712738,3,4,7.43,PEQUENO,6.4799999999999995,4.263157894736842,PEQUENO,11061.112694932504
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,-0.8915981192837836,0.06798162682742029,5,3,4.8,PEQUENO,4.173333333333334,10.178861788617889,>5,1015.3792029875966
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,-0.843970070294529,0.07074082543008056,3,6,4.9,PEQUENO,4.243333333333334,9.868217054263567,>5,721.8415309964621
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,-1.171182981502945,0.07092985195487639,1,1,4.43,PEQUENO,3.8333333333333335,12.365591397849464,>5,446.6660792230383
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,-1.1086626245216111,0.06801464321133897,3,3,4.47,PEQUENO,3.893333333333333,11.797979797979798,>5,606.7000765107721
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,-0.35667494393873245,0.07041921694644393,3,1,5.74,PEQUENO,4.9766666666666675,7.109523809523811,>5,2730.0210702970985
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,-1.1086626245216111,0.06730024704586608,5,3,4.45,PEQUENO,3.8766666666666665,11.747474747474746,>5,916.3970781927525
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,0.14842000511827322,0.06717797995015944,1,4,6.75,PEQUENO,5.873333333333334,5.0632183908045985,>5,4872.981140737092
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,-0.6733445532637656,0.0687690333764048,3,1,5.15,PEQUENO,4.489999999999999,8.80392156862745,>5,1694.2581422366957
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,0.12221763272424911,0.06554449023132208,0,3,6.61,PEQUENO,5.79,5.123893805309735,>5,3109.8705407091693
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,-0.6539264674066639,0.06735446293489894,3,1,5.14,PEQUENO,4.4799999999999995,8.615384615384615,>5,1699.6337934656901
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,-1.4696759700589417,0.06953541720186945,5,2,3.97,PEQUENO,3.4466666666666668,14.98550724637681,>5,543.3296754368033
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,-0.6931471805599453,0.06304197792814671,2,2,4.99,PEQUENO,4.336666666666667,8.673333333333334,>5,1124.8977069451603
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,0.0769610411361284,0.0715479274179197,4,0,6.63,PEQUENO,5.713333333333334,5.290123456790123,>5,9170.779147910825
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,-1.2039728043259361,0.0680399864229326,4,3,4.31,PEQUENO,3.7533333333333334,12.511111111111111,>5,646.9831839025805
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,-0.7339691750802004,0.06804981610325307,4,6,5.06,PEQUENO,4.3999999999999995,9.166666666666666,>5,892.0840375431037
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,0.412109650826833,0.06928024572230919,4,6,7.43,PEQUENO,6.4433333333333325,4.267108167770419,PEQUENO,8518.088506088503
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,0.02955880224154443,0.06766491613657122,1,2,6.45,PEQUENO,5.609999999999999,5.446601941747572,>5,4360.374995818483
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,-1.171182981502945,0.06552839509359791,5,3,4.29,PEQUENO,3.753333333333334,12.107526881720432,>5,777.764132584228
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,-0.916290731874155,0.06772500758133647,7,3,4.76,PEQUENO,4.153333333333333,10.383333333333333,>5,1322.9809144537958
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,0.02955880224154443,0.06894213566443302,3,1,6.54,PEQUENO,5.666666666666667,5.501618122977346,>5,7344.268741705243
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,0.14842000511827322,0.06728134532634757,2,6,6.73,PEQUENO,5.863333333333333,5.054597701149426,>5,4363.048306120841
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,0.03922071315328133,0.06684405465869159,1,6,6.5,PEQUENO,5.666666666666667,5.448717948717949,>5,3697.025264085258
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,-0.342490308946776,0.06935856134881897,3,1,5.76,PEQUENO,4.986666666666666,7.023474178403756,>5,2751.4713412750457
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,-1.2378743560016174,0.07033907493473249,5,4,4.29,PEQUENO,3.72,12.827586206896553,>5,515.5223790834425
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,0.08617769624105241,0.07012379966487554,1,3,6.68,PEQUENO,5.793333333333333,5.314984709480122,>5,4874.285597488021
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,-0.3011050927839216,0.06768171479133248,4,2,5.79,PEQUENO,5.05,6.824324324324325,>5,3216.2313607163055
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,-0.8675005677047231,0.06761341112602581,3,0,4.82,PEQUENO,4.206666666666667,10.015873015873018,>5,964.202296476483
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,-0.616186139423817,0.06848446114049618,2,5,5.25,PEQUENO,4.566666666666667,8.456790123456791,>5,1086.2278554271454
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,-0.6733445532637656,0.0671232529725492,3,1,5.11,PEQUENO,4.46,8.745098039215685,>5,1750.2897191988711
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,0.009950330853168092,0.07503455483671621,1,2,6.53,PEQUENO,5.603333333333333,5.547854785478547,>5,4024.2693135681243
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,0.0,0.07385960884587277,3,4,6.51,PEQUENO,5.6066666666666665,5.6066666666666665,>5,4683.290030211401
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,0.01980262729617973,0.07053608680666171,3,4,6.5,PEQUENO,5.636666666666667,5.526143790849673,>5,5261.077296188801
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,-0.31471074483970024,0.0707621921588348,4,1,5.8,PEQUENO,5.03,6.89041095890411,>5,3348.6230126548826
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,0.009950330853168092,0.07182911784673743,1,4,6.51,PEQUENO,5.623333333333334,5.567656765676568,>5,4438.019502590903
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,-1.1086626245216111,0.06612285463211216,2,0,4.4,PEQUENO,3.85,11.666666666666666,>5,610.4146651889853
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,0.19885085874516517,0.0678398470864915,4,2,6.83,PEQUENO,5.953333333333333,4.879781420765028,PEQUENO,9798.767166823753
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,-1.171182981502945,0.0683773149173844,4,0,4.36,PEQUENO,3.8033333333333332,12.268817204301076,>5,840.6001564668236
